UNIQUEID,QUANTITYORDERED,PRICEEACH,SALES,DEALSIZE
3792,34,$100.00 ,"$3,533.62 ",Medium
5567,31,$75.89 ,"$2,352.59 ",Small
4954,28,$100.00 ,"$3,029.04 ",Medium
2990,27,$90.37 ,"$2,439.99 ",Small
3833,47,$65.52 ,"$3,079.44 ",Medium
4715,51,$100.00 ,"$6,209.25 ",Medium
4610,21,$67.82 ,"$1,424.22 ",Small
3897,18,$69.70 ,"$1,254.60 ",Small
3408,32,$95.95 ,"$3,070.40 ",Medium
3476,42,$57.61 ,"$2,419.62 ",Small
2974,24,$100.00 ,"$4,352.16 ",Medium
1240,15,$98.84 ,"$1,482.60 ",Small
1763,47,$88.63 ,"$4,165.61 ",Medium
4473,32,$87.60 ,"$2,803.20 ",Small
2326,18,$75.06 ,"$1,351.08 ",Small
1818,48,$74.62 ,"$3,581.76 ",Medium
3921,45,$100.00 ,"$4,764.60 ",Medium
3395,26,$61.22 ,"$1,591.72 ",Small
4580,37,$51.93 ,"$1,921.41 ",Small
4204,23,$91.34 ,"$2,100.82 ",Small
1012,22,$100.00 ,"$2,457.18 ",Small
2093,41,$100.00 ,"$5,642.83 ",Medium
3108,39,$67.20 ,"$2,620.80 ",Small
3721,43,$62.19 ,"$2,674.17 ",Small
2590,66,$100.00 ,"$7,516.08 ",Large
5990,45,$100.00 ,"$5,887.35 ",Medium
4576,56,$100.00 ,"$9,218.16 ",Large
5749,21,$100.00 ,"$3,447.78 ",Medium
3252,36,$61.18 ,"$2,202.48 ",Small
3188,35,$100.00 ,"$3,550.05 ",Medium
5880,12,$100.00 ,"$1,961.28 ",Small
1718,10,$100.00 ,"$1,092.20 ",Small
1181,34,$90.17 ,"$3,065.78 ",Medium
3960,32,$100.00 ,"$3,832.64 ",Medium
4118,38,$100.00 ,"$4,464.24 ",Medium
2379,37,$100.00 ,"$5,202.94 ",Medium
3581,39,$83.93 ,"$3,273.27 ",Medium
4032,34,$100.00 ,"$4,594.76 ",Medium
2566,55,$100.00 ,"$7,695.60 ",Large
1290,35,$100.00 ,"$5,926.90 ",Medium
1350,43,$100.00 ,"$5,589.14 ",Medium
5532,15,$42.67 ,$640.05 ,Small
4260,55,$52.66 ,"$2,896.30 ",Small
1571,70,$100.00 ,"$9,240.00 ",Large
5300,37,$100.00 ,"$5,283.60 ",Medium
5105,36,$63.57 ,"$2,288.52 ",Small
5176,45,$100.00 ,"$4,977.00 ",Medium
3735,35,$100.00 ,"$5,433.75 ",Medium
1769,66,$92.95 ,"$6,134.70 ",Medium
3130,36,$57.73 ,"$2,078.28 ",Small
1452,60,$64.67 ,"$3,880.20 ",Medium
2043,37,$60.37 ,"$2,233.69 ",Small
5970,45,$26.88 ,"$1,209.60 ",Small
4157,40,$45.70 ,"$1,828.00 ",Small
3218,39,$100.00 ,"$3,933.93 ",Medium
3295,55,$96.30 ,"$5,296.50 ",Medium
5133,35,$96.74 ,"$3,385.90 ",Medium
3381,26,$100.00 ,"$2,617.16 ",Small
4760,15,$43.49 ,$652.35 ,Small
4274,51,$95.55 ,"$4,873.05 ",Medium
4770,25,$51.75 ,"$1,293.75 ",Small
5573,10,$88.14 ,$881.40 ,Small
5112,31,$53.72 ,"$1,665.32 ",Small
2398,21,$84.82 ,"$1,781.22 ",Small
2626,21,$89.29 ,"$1,875.09 ",Small
1491,28,$78.89 ,"$2,208.92 ",Small
1367,50,$100.00 ,"$12,001.00 ",Large
3356,38,$100.00 ,"$5,894.94 ",Medium
4014,49,$100.00 ,"$7,969.36 ",Large
2948,33,$100.00 ,"$4,692.60 ",Medium
1971,54,$100.00 ,"$7,182.00 ",Large
4133,28,$100.00 ,"$5,318.04 ",Medium
3348,38,$99.41 ,"$3,777.58 ",Medium
3760,19,$49.22 ,$935.18 ,Small
4261,28,$100.00 ,"$3,793.16 ",Medium
3424,38,$100.00 ,"$4,325.16 ",Medium
4016,26,$59.87 ,"$1,556.62 ",Small
5694,55,$46.82 ,"$2,575.10 ",Small
2015,49,$100.00 ,"$5,510.54 ",Medium
3257,31,$33.24 ,"$1,030.44 ",Small
5413,41,$86.68 ,"$3,553.88 ",Medium
3849,11,$43.83 ,$482.13 ,Small
5106,44,$61.41 ,"$2,702.04 ",Small
3320,18,$100.00 ,"$1,895.94 ",Small
1575,46,$80.92 ,"$3,722.32 ",Medium
